file_path,filename,model_provider,model_name,board_format_parsed,prompt_config_parsed,timestamp_parsed,total_puzzles,correct,incorrect,invalid,parse_error,illegal_move,system_error,legacy_invalid,accuracy,first_move_accuracy,model_name_config,prompt_config_config,board_formats_config,client_type,batch_size,timestamp_config,evaluation_duration,hostname,git_commit,correct_rate,incorrect_rate,invalid_rate,parse_error_rate,illegal_move_rate
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/ascii_few_shot_20251012_192727.json,ascii_few_shot_20251012_192727.json,Qwen,Qwen3-VL-30B-A3B-Thinking,ascii,few_shot,20251012_192727,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,few_shot,ascii,vllm,100,2025-10-12T19:27:27.038269,00:00:33,atl1-1-03-018-2-0,e6becdd40a7b698cbdd09ab0ad4f4d26fb6a70ae,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/fen_basic_20251012_190403.json,fen_basic_20251012_190403.json,Qwen,Qwen3-VL-30B-A3B-Thinking,fen,basic,20251012_190403,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,basic,fen,vllm,100,2025-10-12T19:04:03.954330,00:00:35,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/fen_cot_20251012_191601.json,fen_cot_20251012_191601.json,Qwen,Qwen3-VL-30B-A3B-Thinking,fen,cot,20251012_191601,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,cot,fen,vllm,100,2025-10-12T19:16:01.558882,00:00:27,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/fen_detailed_cot_20251012_192146.json,fen_detailed_cot_20251012_192146.json,Qwen,Qwen3-VL-30B-A3B-Thinking,fen,detailed_cot,20251012_192146,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,detailed_cot,fen,vllm,100,2025-10-12T19:21:46.739620,00:00:29,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/fen_few_shot_20251012_192651.json,fen_few_shot_20251012_192651.json,Qwen,Qwen3-VL-30B-A3B-Thinking,fen,few_shot,20251012_192651,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,few_shot,fen,vllm,100,2025-10-12T19:26:51.459642,00:00:28,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/pgn_basic_20251012_190713.json,pgn_basic_20251012_190713.json,Qwen,Qwen3-VL-30B-A3B-Thinking,pgn,basic,20251012_190713,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,basic,pgn,vllm,100,2025-10-12T19:07:13.022801,00:00:26,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/pgn_cot_20251012_191708.json,pgn_cot_20251012_191708.json,Qwen,Qwen3-VL-30B-A3B-Thinking,pgn,cot,20251012_191708,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,cot,pgn,vllm,100,2025-10-12T19:17:08.904837,00:00:27,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/pgn_detailed_cot_20251012_192307.json,pgn_detailed_cot_20251012_192307.json,Qwen,Qwen3-VL-30B-A3B-Thinking,pgn,detailed_cot,20251012_192307,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,detailed_cot,pgn,vllm,100,2025-10-12T19:23:07.623942,00:00:26,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/pgn_few_shot_20251012_192806.json,pgn_few_shot_20251012_192806.json,Qwen,Qwen3-VL-30B-A3B-Thinking,pgn,few_shot,20251012_192806,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,few_shot,pgn,vllm,100,2025-10-12T19:28:06.435306,00:00:29,atl1-1-03-018-2-0,e6becdd40a7b698cbdd09ab0ad4f4d26fb6a70ae,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_basic_20251012_190747.json,png_basic_20251012_190747.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png,basic,20251012_190747,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,basic,png,vllm,100,2025-10-12T19:07:47.863803,00:00:34,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_cot_20251012_191752.json,png_cot_20251012_191752.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png,cot,20251012_191752,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,cot,png,vllm,100,2025-10-12T19:17:52.941265,00:00:38,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_detailed_cot_20251012_192343.json,png_detailed_cot_20251012_192343.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png,detailed_cot,20251012_192343,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,detailed_cot,png,vllm,100,2025-10-12T19:23:43.044296,00:00:39,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_few_shot_20251012_193041.json,png_few_shot_20251012_193041.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png,few_shot,20251012_193041,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,few_shot,png,vllm,100,2025-10-12T19:30:41.661124,00:00:39,atl1-1-03-018-2-0,e6becdd40a7b698cbdd09ab0ad4f4d26fb6a70ae,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_ascii_basic_20251012_191249.json,png_ascii_basic_20251012_191249.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png_ascii,basic,20251012_191249,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,basic,"png, ascii",vllm,100,2025-10-12T19:12:49.054189,00:00:38,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_ascii_cot_20251012_191925.json,png_ascii_cot_20251012_191925.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png_ascii,cot,20251012_191925,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,cot,"png, ascii",vllm,100,2025-10-12T19:19:25.544796,00:00:37,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_ascii_detailed_cot_20251012_192518.json,png_ascii_detailed_cot_20251012_192518.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png_ascii,detailed_cot,20251012_192518,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,detailed_cot,"png, ascii",vllm,100,2025-10-12T19:25:18.042087,00:00:39,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_ascii_few_shot_20251012_193222.json,png_ascii_few_shot_20251012_193222.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png_ascii,few_shot,20251012_193222,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,few_shot,"png, ascii",vllm,100,2025-10-12T19:32:22.337153,00:00:42,atl1-1-03-018-2-0,e6becdd40a7b698cbdd09ab0ad4f4d26fb6a70ae,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_fen_basic_20251012_191018.json,png_fen_basic_20251012_191018.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png_fen,basic,20251012_191018,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,basic,"png, fen",vllm,100,2025-10-12T19:10:18.099881,00:00:36,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_fen_cot_20251012_191838.json,png_fen_cot_20251012_191838.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png_fen,cot,20251012_191838,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,cot,"png, fen",vllm,100,2025-10-12T19:18:38.876701,00:00:39,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_fen_detailed_cot_20251012_192439.json,png_fen_detailed_cot_20251012_192439.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png_fen,detailed_cot,20251012_192439,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,detailed_cot,"png, fen",vllm,100,2025-10-12T19:24:39.944657,00:00:32,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_fen_few_shot_20251012_193142.json,png_fen_few_shot_20251012_193142.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png_fen,few_shot,20251012_193142,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,few_shot,"png, fen",vllm,100,2025-10-12T19:31:42.838947,00:00:31,atl1-1-03-018-2-0,e6becdd40a7b698cbdd09ab0ad4f4d26fb6a70ae,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_pgn_basic_20251012_191516.json,png_pgn_basic_20251012_191516.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png_pgn,basic,20251012_191516,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,basic,"png, pgn",vllm,100,2025-10-12T19:15:16.369856,00:00:38,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_pgn_cot_20251012_192045.json,png_pgn_cot_20251012_192045.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png_pgn,cot,20251012_192045,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,cot,"png, pgn",vllm,100,2025-10-12T19:20:45.371016,00:00:43,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_pgn_detailed_cot_20251012_192603.json,png_pgn_detailed_cot_20251012_192603.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png_pgn,detailed_cot,20251012_192603,100,0,0,100,100,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,detailed_cot,"png, pgn",vllm,100,2025-10-12T19:26:03.852368,00:00:40,atl1-1-03-018-2-0,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,1.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/Qwen/Qwen3-VL-30B-A3B-Thinking/png_pgn_few_shot_20251012_193501.json,png_pgn_few_shot_20251012_193501.json,Qwen,Qwen3-VL-30B-A3B-Thinking,png_pgn,few_shot,20251012_193501,100,0,1,99,99,0,0,0,0.0,0.0,Qwen/Qwen3-VL-30B-A3B-Thinking,few_shot,"png, pgn",vllm,100,2025-10-12T19:35:01.495028,00:00:47,atl1-1-03-018-2-0,e6becdd40a7b698cbdd09ab0ad4f4d26fb6a70ae,0.0,0.01,0.99,0.99,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/anthropic/claude-sonnet-4.5/ascii_basic_20251012_190835.json,ascii_basic_20251012_190835.json,anthropic,claude-sonnet-4.5,ascii,basic,20251012_190835,100,0,41,59,1,58,0,0,0.0,0.05,anthropic/claude-sonnet-4.5,basic,ascii,openrouter,100,2025-10-12T19:08:35.243061,00:00:25,,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.41,0.59,0.01,0.58
/home/hice1/dhe83/scratch/chess-vlm/results/anthropic/claude-sonnet-4.5/ascii_basic_20251012_192221.json,ascii_basic_20251012_192221.json,anthropic,claude-sonnet-4.5,ascii,basic,20251012_192221,100,0,0,100,0,0,100,0,0.0,0.0,anthropic/claude-sonnet-4.5,basic,ascii,anthropic,100,2025-10-12T19:22:21.239332,00:00:01,,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,0.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/anthropic/claude-sonnet-4.5/fen_basic_20251012_190755.json,fen_basic_20251012_190755.json,anthropic,claude-sonnet-4.5,fen,basic,20251012_190755,100,0,52,48,2,46,0,0,0.0,0.07,anthropic/claude-sonnet-4.5,basic,fen,openrouter,100,2025-10-12T19:07:55.029570,00:00:28,,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.52,0.48,0.02,0.46
/home/hice1/dhe83/scratch/chess-vlm/results/anthropic/claude-sonnet-4.5/fen_basic_20251012_191021.json,fen_basic_20251012_191021.json,anthropic,claude-sonnet-4.5,fen,basic,20251012_191021,100,0,0,100,0,0,100,0,0.0,0.0,anthropic/claude-sonnet-4.5,basic,fen,openrouter,100,2025-10-12T19:10:21.694048,00:00:01,,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,0.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/anthropic/claude-sonnet-4.5/fen_basic_20251012_192215.json,fen_basic_20251012_192215.json,anthropic,claude-sonnet-4.5,fen,basic,20251012_192215,100,0,0,100,0,0,100,0,0.0,0.0,anthropic/claude-sonnet-4.5,basic,fen,anthropic,100,2025-10-12T19:22:15.536489,00:00:01,,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,0.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/anthropic/claude-sonnet-4.5/fen_basic_20251012_192307.json,fen_basic_20251012_192307.json,anthropic,claude-sonnet-4.5,fen,basic,20251012_192307,100,0,0,100,0,0,100,0,0.0,0.0,anthropic/claude-sonnet-4.5,basic,fen,anthropic,100,2025-10-12T19:23:07.881234,00:00:01,,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,0.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/claude-sonnet-4-5-20250929/fen_basic_20251012_192544.json,fen_basic_20251012_192544.json,results,claude-sonnet-4-5-20250929,fen,basic,20251012_192544,100,0,5,95,0,2,93,0,0.0,0.0,claude-sonnet-4-5-20250929,basic,fen,anthropic,100,2025-10-12T19:25:44.565988,00:00:34,,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.05,0.95,0.0,0.02
/home/hice1/dhe83/scratch/chess-vlm/results/claude-sonnet-4-5-20250929/pgn_basic_20251012_192625.json,pgn_basic_20251012_192625.json,results,claude-sonnet-4-5-20250929,pgn,basic,20251012_192625,100,0,1,99,0,2,97,0,0.0,0.01,claude-sonnet-4-5-20250929,basic,pgn,anthropic,100,2025-10-12T19:26:25.885731,00:00:40,,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.01,0.99,0.0,0.02
/home/hice1/dhe83/scratch/chess-vlm/results/claude-sonnet-4.5/fen_basic_20251012_192329.json,fen_basic_20251012_192329.json,results,claude-sonnet-4.5,fen,basic,20251012_192329,100,0,0,100,0,0,100,0,0.0,0.0,claude-sonnet-4.5,basic,fen,anthropic,100,2025-10-12T19:23:29.074680,00:00:01,,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,0.0,0.0
/home/hice1/dhe83/scratch/chess-vlm/results/claude-sonnet-4.5-20250929/fen_basic_20251012_192521.json,fen_basic_20251012_192521.json,results,claude-sonnet-4.5-20250929,fen,basic,20251012_192521,100,0,0,100,0,0,100,0,0.0,0.0,claude-sonnet-4.5-20250929,basic,fen,anthropic,100,2025-10-12T19:25:21.165307,00:00:01,,979306b1a81647a29a0ce2bafc1286103def6177,0.0,0.0,1.0,0.0,0.0
